Unnamed: 0,Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years
1938,REG101939,15-10-2022,2022,Maharashtra,Nagpur (MH-31),3W,E-Rickshaw,Piaggio,CNG,BS6,250,3,2
1939,REG101940,27-07-2020,2020,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Ola Electric,Hybrid,BS6,0,2,4
1940,REG101941,23-07-2020,2020,Telangana,Khammam (TS-07),2W,Moped,Ola Electric,Hybrid,BS6,0,2,4
1941,REG101942,02-09-2024,2024,Kerala,Kollam (KL-02),2W,Motorcycle,Suzuki,Petrol,BS6,125,2,0
1942,REG101943,15-02-2023,2023,Telangana,Karimnagar (TS-01),4W,Hatchback,Honda,Petrol,BS6,1498,5,1
1943,REG101944,24-11-2023,2023,Delhi,Delhi Central (DL-01),4W,Sedan,Toyota,EV,BS6,0,6,1
1944,REG101945,24-06-2021,2021,Kerala,Thrissur (KL-08),2W,Motorcycle,KTM,CNG,BS6,125,2,3
1945,REG101946,25-12-2019,2019,Delhi,Delhi Central (DL-01),HCV,Trailer,Eicher,Diesel,BS4,3760,2,5
1946,REG101947,08-08-2019,2019,Rajasthan,Kota (RJ-20),4W,MUV,Tata Motors,Petrol,BS4,1598,5,5
1947,REG101948,04-09-2024,2024,Delhi,Delhi West (DL-08),2W,Moped,Suzuki,Petrol,BS6,110,2,0
1948,REG101949,02-01-2024,2024,Telangana,Warangal (TS-03),4W,Hatchback,Renault,Diesel,BS6,1968,8,0
1949,REG101950,26-04-2021,2021,Telangana,Warangal (TS-03),2W,Motorcycle,KTM,Petrol,BS6,200,2,3
1950,REG101951,03-10-2022,2022,Punjab,Ludhiana (PB-10),HCV,Tanker,Volvo,Diesel,BS6,0,2,2
1951,REG101952,15-07-2021,2021,Kerala,Kollam (KL-02),2W,Moped,Ather,EV,BS6,0,2,3
1952,REG101953,26-02-2023,2023,Gujarat,Ahmedabad (GJ-01),2W,Moped,Royal Enfield,Petrol,BS6,110,2,1
1953,REG101954,07-05-2023,2023,Punjab,Ludhiana (PB-10),4W,Sedan,Maruti Suzuki,EV,BS6,0,5,1
1954,REG101955,02-11-2023,2023,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Suzuki,CNG,BS6,400,2,1
1955,REG101956,05-03-2024,2024,Telangana,Karimnagar (TS-01),2W,Scooter,Bajaj,Petrol,BS6,110,2,0
1956,REG101957,26-01-2021,2021,Telangana,Khammam (TS-07),2W,Scooter,Ola Electric,Petrol,BS6,0,2,3
1957,REG101958,01-04-2024,2024,Punjab,Patiala (PB-11),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,0
1958,REG101959,10-08-2024,2024,Gujarat,Rajkot (GJ-03),OTH,Road Roller,John Deere,Petrol,BS6,6700,45,0
1959,REG101960,11-06-2018,2018,Uttar Pradesh,Lucknow (UP-32),2W,Scooter,Royal Enfield,Petrol,BS4,250,2,6
1960,REG101961,13-06-2022,2022,Rajasthan,Udaipur (RJ-27),4W,SUV,Renault,Petrol,BS6,1462,6,2
1961,REG101962,14-07-2020,2020,Telangana,Khammam (TS-07),2W,Motorcycle,Bajaj,Petrol,BS6,125,2,4
1962,REG101963,21-06-2019,2019,Madhya Pradesh,Indore (MP-09),4W,SUV,Kia,Petrol,BS4,1598,6,5
1963,REG101964,31-05-2019,2019,Maharashtra,Mumbai Central (MH-01),4W,MUV,Tata Motors,Petrol,BS4,1197,8,5
1964,REG101965,10-11-2019,2019,Uttar Pradesh,Varanasi (UP-65),4W,MUV,Kia,Diesel,BS4,1000,8,5
1965,REG101966,09-05-2021,2021,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Honda,Petrol,BS6,400,2,3
1966,REG101967,22-09-2019,2019,Telangana,Karimnagar (TS-01),OTH,Tractor,Escorts,Diesel,BS4,6700,45,5
1967,REG101968,02-07-2020,2020,Kerala,Thrissur (KL-08),OTH,Tractor,TAFE,Diesel,BS6,6700,1,4
1968,REG101969,05-08-2024,2024,Gujarat,Rajkot (GJ-03),2W,Moped,Suzuki,Petrol,BS6,110,2,0
1969,REG101970,02-09-2020,2020,Tamil Nadu,Chennai Central (TN-01),HCV,Truck,Ashok Leyland,Diesel,BS4,5660,2,4
1970,REG101971,22-11-2022,2022,Uttar Pradesh,Agra (UP-80),4W,MUV,Renault,Petrol,BS6,1197,7,2
1971,REG101972,30-04-2022,2022,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,Honda,CNG,BS6,400,2,2
1972,REG101973,11-05-2023,2023,Rajasthan,Kota (RJ-20),2W,Scooter,Hero,Petrol,BS6,160,2,1
1973,REG101974,09-02-2020,2020,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Yamaha,CNG,BS6,110,2,4
1974,REG101975,09-09-2023,2023,Tamil Nadu,Coimbatore (TN-37),2W,Moped,KTM,Petrol,BS6,0,2,1
1975,REG101976,25-11-2023,2023,Kerala,Thiruvananthapuram (KL-01),3W,E-Rickshaw,Piaggio,CNG,BS6,225,6,1
1976,REG101977,01-09-2023,2023,Tamil Nadu,Chennai Central (TN-01),2W,Moped,Ather,Petrol,BS6,0,2,1
1977,REG101978,22-01-2023,2023,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Hyundai,CNG,BS6,1498,7,1
1978,REG101979,16-03-2023,2023,Kerala,Kochi (KL-07),2W,Moped,Bajaj,Petrol,BS6,160,2,1
1979,REG101980,21-11-2018,2018,Punjab,Ludhiana (PB-10),2W,Motorcycle,Royal Enfield,Petrol,BS4,110,2,6
1980,REG101981,04-02-2022,2022,Telangana,Hyderabad (TS-09),4W,MUV,MG,Diesel,BS6,1968,7,2
1981,REG101982,30-09-2021,2021,Tamil Nadu,Madurai (TN-58),2W,Moped,Yamaha,Petrol,BS6,150,2,3
1982,REG101983,09-10-2020,2020,Telangana,Nizamabad (TS-05),4W,MUV,Skoda,CNG,BS4,1000,5,4
1983,REG101984,20-09-2022,2022,Madhya Pradesh,Gwalior (MP-07),2W,Moped,Honda,Petrol,BS6,160,2,2
1984,REG101985,20-12-2022,2022,Telangana,Karimnagar (TS-01),4W,MUV,Skoda,Diesel,BS6,800,7,2
1985,REG101986,15-12-2021,2021,Rajasthan,Udaipur (RJ-27),4W,Sedan,MG,Petrol,BS6,1197,7,3
1986,REG101987,30-12-2023,2023,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Ola Electric,EV,BS6,0,2,1
1987,REG101988,24-03-2020,2020,Tamil Nadu,Madurai (TN-58),2W,Motorcycle,Ather,EV,BS6,0,2,4
1988,REG101989,08-10-2024,2024,Delhi,Delhi East (DL-02),4W,Hatchback,Tata Motors,Petrol,BS6,2179,5,0
1989,REG101990,30-12-2024,2024,Uttar Pradesh,Kanpur (UP-78),HCV,Bus,Ashok Leyland,Diesel,BS6,0,52,0
1990,REG101991,02-01-2020,2020,Delhi,Delhi East (DL-02),2W,Motorcycle,Honda,Petrol,BS6,100,2,4
1991,REG101992,18-09-2018,2018,Karnataka,Belgaum (KA-22),2W,Scooter,Suzuki,Petrol,BS4,0,2,6
1992,REG101993,12-02-2019,2019,Madhya Pradesh,Ujjain (MP-13),HCV,Tanker,MAN,Diesel,BS4,5660,2,5
1993,REG101994,28-05-2020,2020,Rajasthan,Udaipur (RJ-27),4W,SUV,Maruti Suzuki,Hybrid,BS6,1598,6,4
1994,REG101995,09-10-2022,2022,Madhya Pradesh,Bhopal (MP-04),4W,Hatchback,MG,Petrol,BS6,1197,6,2
1995,REG101996,02-01-2023,2023,Rajasthan,Kota (RJ-20),2W,Moped,Yamaha,CNG,BS6,150,2,1
1996,REG101997,18-06-2021,2021,Kerala,Thiruvananthapuram (KL-01),3W,E-Rickshaw,Piaggio,CNG,BS6,0,6,3
1997,REG101998,19-07-2022,2022,Karnataka,Hubli (KA-25),2W,Moped,Hero,EV,BS6,0,2,2
1998,REG101999,29-12-2021,2021,Gujarat,Ahmedabad (GJ-01),2W,Moped,Suzuki,Petrol,BS6,110,2,3
1999,REG102000,11-11-2021,2021,Kerala,Kochi (KL-07),OTH,Tractor,Sonalika,Diesel,BS6,0,32,3
2000,REG102001,10-04-2023,2023,Punjab,Jalandhar (PB-08),2W,Moped,Hero,Petrol,BS6,250,2,1
2001,REG102002,17-10-2022,2022,Uttar Pradesh,Allahabad (UP-70),2W,Moped,TVS,Petrol,BS6,0,2,2
2002,REG102003,12-10-2020,2020,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Hero,EV,BS6,0,2,4
2003,REG102004,09-07-2019,2019,Telangana,Khammam (TS-07),2W,Moped,KTM,EV,BS4,0,2,5
2004,REG102005,20-12-2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Ola Electric,EV,BS6,0,2,0
2005,REG102006,02-07-2024,2024,Delhi,Delhi East (DL-02),2W,Motorcycle,TVS,EV,BS6,0,2,0
2006,REG102007,11-10-2021,2021,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,Honda,Petrol,BS6,800,7,3
2007,REG102008,24-08-2021,2021,Tamil Nadu,Chennai Central (TN-01),4W,SUV,Toyota,Diesel,BS6,2179,8,3
2008,REG102009,08-02-2021,2021,Gujarat,Ahmedabad (GJ-01),4W,Sedan,MG,Petrol,BS6,1000,6,3
2009,REG102010,14-03-2021,2021,Gujarat,Ahmedabad (GJ-01),4W,MUV,Tata Motors,Diesel,BS6,2179,7,3
2010,REG102011,09-03-2023,2023,Telangana,Khammam (TS-07),2W,Motorcycle,Royal Enfield,CNG,BS6,110,2,1
2011,REG102012,16-09-2021,2021,Telangana,Nizamabad (TS-05),4W,SUV,MG,Petrol,BS4,1197,5,3
2012,REG102013,26-01-2023,2023,Punjab,Ludhiana (PB-10),2W,Scooter,KTM,Petrol,BS6,110,2,1
2013,REG102014,24-08-2021,2021,Madhya Pradesh,Jabalpur (MP-20),2W,Moped,Yamaha,Petrol,BS6,125,2,3
2014,REG102015,08-11-2020,2020,Delhi,Delhi East (DL-02),2W,Scooter,TVS,EV,BS6,0,2,4
2015,REG102016,04-04-2023,2023,Kerala,Kozhikode (KL-11),2W,Motorcycle,KTM,EV,BS6,0,2,1
2016,REG102017,18-07-2024,2024,Kerala,Kozhikode (KL-11),4W,Sedan,Hyundai,Petrol,BS6,0,7,0
2017,REG102018,16-02-2023,2023,Maharashtra,Nashik (MH-15),2W,Scooter,Ather,EV,BS6,0,2,1
2018,REG102019,02-12-2024,2024,Punjab,Amritsar (PB-02),OTH,Road Roller,TAFE,Diesel,BS6,3760,32,0
2019,REG102020,28-01-2024,2024,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Yamaha,Petrol,BS6,0,2,0
2020,REG102021,08-01-2022,2022,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Honda,EV,BS6,0,2,2
2021,REG102022,15-10-2022,2022,West Bengal,Durgapur (WB-40),LCV,Light Bus,Tata Motors,Diesel,BS6,3298,15,2
2022,REG102023,12-10-2022,2022,Gujarat,Surat (GJ-05),4W,Sedan,Skoda,Diesel,BS6,1462,8,2
2023,REG102024,15-02-2019,2019,Rajasthan,Jodhpur (RJ-19),4W,SUV,MG,Hybrid,BS6,0,6,5
2024,REG102025,19-01-2023,2023,West Bengal,Howrah (WB-13),4W,Hatchback,Mahindra,Hybrid,BS6,1498,7,1
2025,REG102026,05-02-2020,2020,Maharashtra,Pune (MH-12),2W,Moped,Ola Electric,Petrol,BS6,0,2,4
2026,REG102027,03-05-2020,2020,Gujarat,Surat (GJ-05),OTH,Road Roller,John Deere,Diesel,BS4,5660,2,4
2027,REG102028,18-08-2018,2018,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,Ather,EV,BS4,0,2,6
2028,REG102029,09-04-2024,2024,Punjab,Patiala (PB-11),2W,Moped,Royal Enfield,Petrol,BS6,400,2,0
2029,REG102030,26-07-2024,2024,Gujarat,Surat (GJ-05),2W,Motorcycle,Suzuki,EV,BS6,0,2,0
2030,REG102031,26-01-2024,2024,Telangana,Hyderabad (TS-09),2W,Motorcycle,KTM,EV,BS6,0,2,0
2031,REG102032,15-04-2024,2024,Rajasthan,Udaipur (RJ-27),4W,SUV,Hyundai,Diesel,BS6,1197,5,0
2032,REG102033,25-12-2018,2018,Punjab,Chandigarh (CH-01),4W,SUV,Toyota,Petrol,BS4,1498,5,6
2033,REG102034,16-09-2024,2024,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,Honda,Petrol,BS6,250,2,0
2034,REG102035,16-08-2023,2023,Karnataka,Belgaum (KA-22),OTH,Tractor,TAFE,Diesel,BS6,6700,1,1
2035,REG102036,11-06-2023,2023,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,CNG,BS6,160,2,1
2036,REG102037,10-06-2019,2019,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Hyundai,EV,BS4,0,5,5
2037,REG102038,20-04-2021,2021,Maharashtra,Pune (MH-12),LCV,Light Bus,Tata Motors,Diesel,BS6,2956,12,3
2038,REG102039,23-01-2018,2018,Madhya Pradesh,Ujjain (MP-13),2W,Moped,Ola Electric,Petrol,BS4,0,2,6
2039,REG102040,29-12-2022,2022,Karnataka,Mangalore (KA-19),4W,Sedan,MG,CNG,BS6,1598,5,2
2040,REG102041,07-01-2023,2023,Delhi,Delhi Central (DL-01),2W,Scooter,Royal Enfield,CNG,BS6,150,2,1
2041,REG102042,07-08-2024,2024,Kerala,Kollam (KL-02),2W,Scooter,Yamaha,Petrol,BS6,100,2,0
2042,REG102043,11-11-2022,2022,Telangana,Khammam (TS-07),4W,SUV,Hyundai,Petrol,BS6,1000,6,2
2043,REG102044,05-05-2021,2021,Madhya Pradesh,Gwalior (MP-07),LCV,Light Bus,Mahindra,Diesel,BS4,3298,15,3
2044,REG102045,07-09-2018,2018,Punjab,Amritsar (PB-02),2W,Scooter,Suzuki,Petrol,BS4,0,2,6
2045,REG102046,31-01-2024,2024,Punjab,Chandigarh (CH-01),4W,MUV,Skoda,Diesel,BS6,1000,8,0
2046,REG102047,16-05-2024,2024,Kerala,Thrissur (KL-08),3W,Auto Rickshaw,Kinetic Green,CNG,BS6,225,7,0
2047,REG102048,26-04-2023,2023,Delhi,Delhi East (DL-02),4W,SUV,Kia,CNG,BS6,800,5,1
2048,REG102049,21-11-2018,2018,Uttar Pradesh,Varanasi (UP-65),3W,Auto Rickshaw,TVS,CNG,BS4,250,3,6
2049,REG102050,05-04-2019,2019,Karnataka,Mangalore (KA-19),2W,Scooter,Yamaha,Petrol,BS4,160,2,5
2050,REG102051,21-10-2023,2023,Karnataka,Mangalore (KA-19),4W,Sedan,Skoda,Petrol,BS6,1197,6,1
2051,REG102052,20-10-2023,2023,Delhi,Delhi West (DL-08),2W,Motorcycle,Honda,Petrol,BS6,100,2,1
2052,REG102053,04-10-2018,2018,Madhya Pradesh,Jabalpur (MP-20),LCV,Mini Truck,Ashok Leyland,Diesel,BS3,0,15,6
2053,REG102054,11-03-2021,2021,Gujarat,Surat (GJ-05),2W,Motorcycle,Honda,Petrol,BS6,0,2,3
2054,REG102055,12-10-2023,2023,Maharashtra,Nagpur (MH-31),LCV,Pickup Van,Force Motors,Diesel,BS6,0,12,1
2055,REG102056,22-07-2022,2022,Punjab,Ludhiana (PB-10),2W,Moped,Ola Electric,Hybrid,BS6,0,2,2
2056,REG102057,30-06-2020,2020,Delhi,Delhi East (DL-02),2W,Motorcycle,Hero,CNG,BS6,400,2,4
2057,REG102058,16-08-2022,2022,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Hero,CNG,BS6,110,2,2
2058,REG102059,24-12-2020,2020,Karnataka,Hubli (KA-25),LCV,Mini Truck,Eicher,Diesel,BS6,2956,9,4
2059,REG102060,04-03-2024,2024,Madhya Pradesh,Ujjain (MP-13),4W,Sedan,Hyundai,Diesel,BS6,0,8,0
2060,REG102061,12-08-2023,2023,Kerala,Thiruvananthapuram (KL-01),4W,Hatchback,Honda,Petrol,BS6,1462,7,1
2061,REG102062,27-03-2022,2022,Rajasthan,Ajmer (RJ-01),4W,SUV,Skoda,Hybrid,BS6,1000,8,2
2062,REG102063,25-12-2022,2022,Telangana,Khammam (TS-07),2W,Motorcycle,Yamaha,Petrol,BS6,0,2,2
2063,REG102064,03-09-2022,2022,Delhi,Delhi Central (DL-01),4W,MUV,Skoda,Petrol,BS6,1197,7,2
2064,REG102065,02-09-2019,2019,Rajasthan,Kota (RJ-20),LCV,Light Bus,Tata Motors,Diesel,BS6,2956,9,5
2065,REG102066,11-03-2023,2023,Maharashtra,Pune (MH-12),4W,SUV,Renault,Petrol,BS6,1197,5,1
2066,REG102067,25-09-2020,2020,Gujarat,Ahmedabad (GJ-01),2W,Scooter,Royal Enfield,EV,BS6,0,2,4
2067,REG102068,06-01-2023,2023,Karnataka,Mangalore (KA-19),OTH,Crane,Escorts,Diesel,BS6,4998,1,1
2068,REG102069,09-03-2023,2023,Tamil Nadu,Chennai Central (TN-01),4W,Hatchback,Kia,EV,BS6,0,8,1
2069,REG102070,22-01-2021,2021,West Bengal,Durgapur (WB-40),LCV,Mini Truck,Tata Motors,Diesel,BS6,2956,15,3
2070,REG102071,16-12-2021,2021,Karnataka,Mangalore (KA-19),2W,Motorcycle,Suzuki,Petrol,BS6,100,2,3
2071,REG102072,19-02-2021,2021,Rajasthan,Ajmer (RJ-01),2W,Scooter,KTM,EV,BS6,0,2,3
2072,REG102073,15-02-2020,2020,Telangana,Warangal (TS-03),2W,Motorcycle,Hero,EV,BS6,0,2,4
2073,REG102074,25-10-2024,2024,Madhya Pradesh,Bhopal (MP-04),3W,E-Rickshaw,Atul Auto,CNG,BS6,225,3,0
2074,REG102075,20-07-2019,2019,Maharashtra,Nagpur (MH-31),2W,Moped,Ather,Petrol,BS4,0,2,5
2075,REG102076,29-01-2022,2022,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Honda,Petrol,BS6,200,2,2
2076,REG102077,15-07-2024,2024,Uttar Pradesh,Allahabad (UP-70),LCV,Pickup Van,Force Motors,Diesel,BS6,2956,15,0
2077,REG102078,25-10-2021,2021,Uttar Pradesh,Kanpur (UP-78),2W,Moped,Suzuki,Petrol,BS6,160,2,3
2078,REG102079,05-06-2024,2024,Gujarat,Vadodara (GJ-06),4W,MUV,Honda,Diesel,BS6,1462,6,0
2079,REG102080,07-03-2020,2020,Punjab,Jalandhar (PB-08),2W,Scooter,Ola Electric,Petrol,BS6,0,2,4
2080,REG102081,20-04-2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Honda,Petrol,BS6,250,2,0
2081,REG102082,11-12-2023,2023,Madhya Pradesh,Indore (MP-09),HCV,Trailer,MAN,Diesel,BS6,4998,1,1
2082,REG102083,18-12-2023,2023,Madhya Pradesh,Ujjain (MP-13),LCV,Light Bus,Tata Motors,Diesel,BS6,2523,15,1
2083,REG102084,20-10-2019,2019,Punjab,Jalandhar (PB-08),2W,Motorcycle,Royal Enfield,CNG,BS4,250,2,5
2084,REG102085,24-08-2023,2023,Gujarat,Surat (GJ-05),2W,Scooter,Bajaj,Petrol,BS6,125,2,1
2085,REG102086,18-01-2021,2021,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,Bajaj,Petrol,BS6,150,2,3
2086,REG102087,17-05-2021,2021,Karnataka,Bangalore Central (KA-01),4W,SUV,Renault,Diesel,BS6,1598,8,3
2087,REG102088,28-10-2023,2023,Kerala,Thrissur (KL-08),HCV,Trailer,BharatBenz,Diesel,BS6,5660,32,1
2088,REG102089,21-07-2022,2022,Delhi,Delhi West (DL-08),HCV,Tanker,Volvo,Diesel,BS6,6700,52,2
2089,REG102090,10-02-2024,2024,Telangana,Karimnagar (TS-01),HCV,Truck,BharatBenz,Diesel,BS6,4998,32,0
2090,REG102091,06-06-2021,2021,Gujarat,Vadodara (GJ-06),2W,Moped,Hero,EV,BS6,0,2,3
2091,REG102092,22-10-2021,2021,Karnataka,Hubli (KA-25),2W,Scooter,Ola Electric,Petrol,BS6,0,2,3
2092,REG102093,11-03-2018,2018,Uttar Pradesh,Agra (UP-80),LCV,Mini Truck,Tata Motors,Diesel,BS4,2956,12,6
2093,REG102094,27-01-2019,2019,Kerala,Kollam (KL-02),OTH,Crane,TAFE,Diesel,BS4,5660,52,5
2094,REG102095,08-06-2021,2021,Punjab,Ludhiana (PB-10),2W,Motorcycle,Suzuki,Petrol,BS6,150,2,3
2095,REG102096,23-02-2023,2023,Kerala,Thiruvananthapuram (KL-01),3W,E-Rickshaw,Piaggio,EV,BS6,0,3,1
2096,REG102097,10-02-2020,2020,Telangana,Hyderabad (TS-09),3W,Tempo,TVS,CNG,BS6,250,7,4
2097,REG102098,02-12-2020,2020,Telangana,Karimnagar (TS-01),2W,Moped,Royal Enfield,Petrol,BS6,160,2,4
2098,REG102099,30-11-2021,2021,Kerala,Kochi (KL-07),2W,Moped,KTM,Petrol,BS6,350,2,3
2099,REG102100,13-01-2024,2024,Maharashtra,Mumbai Central (MH-01),3W,Tempo,Piaggio,EV,BS6,0,6,0
2100,REG102101,24-07-2019,2019,Kerala,Kochi (KL-07),2W,Scooter,KTM,EV,BS4,0,2,5
2101,REG102102,24-01-2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Honda,Petrol,BS6,200,2,0
2102,REG102103,04-12-2021,2021,Tamil Nadu,Salem (TN-30),HCV,Truck,Tata Motors,Diesel,BS6,3760,1,3
2103,REG102104,06-04-2019,2019,Maharashtra,Pune (MH-12),3W,Tempo,Piaggio,Petrol,BS4,250,6,5
2104,REG102105,20-12-2020,2020,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Ola Electric,Petrol,BS6,0,2,4
2105,REG102106,18-01-2022,2022,Delhi,Delhi North (DL-04),3W,Tempo,Kinetic Green,CNG,BS6,225,3,2
2106,REG102107,14-01-2023,2023,Delhi,Delhi North (DL-04),4W,SUV,Tata Motors,Diesel,BS6,1197,8,1
2107,REG102108,16-12-2023,2023,Delhi,Delhi West (DL-08),2W,Scooter,Ola Electric,Petrol,BS6,0,2,1
2108,REG102109,25-09-2023,2023,Delhi,Delhi East (DL-02),2W,Moped,KTM,Petrol,BS6,0,2,1
2109,REG102110,01-07-2023,2023,Punjab,Ludhiana (PB-10),2W,Scooter,KTM,CNG,BS6,150,2,1
2110,REG102111,22-07-2024,2024,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Ather,Petrol,BS6,0,2,0
2111,REG102112,03-03-2021,2021,Maharashtra,Aurangabad (MH-20),OTH,Tractor,Escorts,Diesel,BS6,0,2,3
2112,REG102113,30-06-2020,2020,Delhi,Delhi North (DL-04),2W,Motorcycle,KTM,Petrol,BS6,400,2,4
2113,REG102114,11-08-2023,2023,Delhi,Delhi South (DL-09),4W,Sedan,Hyundai,Diesel,BS6,1498,7,1
2114,REG102115,19-12-2020,2020,Uttar Pradesh,Varanasi (UP-65),2W,Scooter,Royal Enfield,Petrol,BS6,125,2,4
2115,REG102116,10-05-2023,2023,Tamil Nadu,Coimbatore (TN-37),HCV,Truck,MAN,Diesel,BS6,4998,32,1
2116,REG102117,27-07-2023,2023,Telangana,Khammam (TS-07),2W,Moped,TVS,Petrol,BS6,100,2,1
2117,REG102118,05-05-2023,2023,Uttar Pradesh,Kanpur (UP-78),4W,SUV,Mahindra,Diesel,BS6,2179,6,1
2118,REG102119,23-02-2023,2023,Karnataka,Bangalore Central (KA-01),4W,SUV,Honda,EV,BS6,0,5,1
2119,REG102120,15-06-2019,2019,West Bengal,Durgapur (WB-40),2W,Moped,Royal Enfield,Hybrid,BS4,125,2,5
2120,REG102121,27-05-2023,2023,Maharashtra,Mumbai Central (MH-01),2W,Scooter,TVS,Petrol,BS6,250,2,1
2121,REG102122,22-05-2019,2019,Delhi,Delhi South (DL-09),4W,MUV,Toyota,Diesel,BS6,2179,5,5
2122,REG102123,14-02-2023,2023,Rajasthan,Kota (RJ-20),2W,Motorcycle,TVS,EV,BS6,0,2,1
2123,REG102124,19-10-2022,2022,Kerala,Kozhikode (KL-11),2W,Moped,Yamaha,Petrol,BS6,110,2,2
2124,REG102125,03-07-2022,2022,Punjab,Jalandhar (PB-08),4W,Sedan,Skoda,Diesel,BS6,1197,5,2
2125,REG102126,08-12-2022,2022,West Bengal,Kolkata (WB-01),4W,Hatchback,Kia,Petrol,BS6,800,5,2
2126,REG102127,20-10-2021,2021,Punjab,Jalandhar (PB-08),2W,Moped,Honda,Petrol,BS6,150,2,3
2127,REG102128,21-08-2022,2022,Kerala,Thrissur (KL-08),LCV,Light Bus,Force Motors,Diesel,BS6,0,9,2
2128,REG102129,29-04-2022,2022,Punjab,Patiala (PB-11),3W,Auto Rickshaw,Piaggio,Diesel,BS6,200,7,2
2129,REG102130,22-10-2024,2024,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Hero,EV,BS6,0,2,0
2130,REG102131,16-04-2020,2020,Telangana,Khammam (TS-07),3W,Tempo,Mahindra,Diesel,BS6,250,3,4
2131,REG102132,10-12-2020,2020,Karnataka,Belgaum (KA-22),2W,Scooter,Yamaha,Petrol,BS6,0,2,4
2132,REG102133,05-02-2020,2020,Madhya Pradesh,Gwalior (MP-07),2W,Motorcycle,TVS,Petrol,BS6,200,2,4
2133,REG102134,26-05-2022,2022,Maharashtra,Nagpur (MH-31),3W,E-Rickshaw,TVS,CNG,BS6,0,3,2
2134,REG102135,06-10-2021,2021,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Ather,EV,BS6,0,2,3
2135,REG102136,02-08-2024,2024,West Bengal,Siliguri (WB-73),2W,Scooter,Ola Electric,EV,BS6,0,2,0
2136,REG102137,06-05-2018,2018,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,Royal Enfield,Petrol,BS4,200,2,6
2137,REG102138,17-10-2021,2021,Rajasthan,Jodhpur (RJ-19),3W,Auto Rickshaw,Atul Auto,Petrol,BS6,0,7,3
2138,REG102139,23-12-2021,2021,Tamil Nadu,Salem (TN-30),2W,Motorcycle,Ola Electric,EV,BS6,0,2,3
2139,REG102140,02-04-2022,2022,Delhi,Delhi West (DL-08),2W,Moped,Yamaha,EV,BS6,0,2,2
2140,REG102141,03-06-2023,2023,Rajasthan,Jaipur (RJ-14),2W,Motorcycle,KTM,Petrol,BS6,150,2,1
2141,REG102142,31-07-2021,2021,Karnataka,Hubli (KA-25),4W,SUV,Skoda,Diesel,BS6,1968,6,3
2142,REG102143,06-06-2023,2023,Gujarat,Vadodara (GJ-06),4W,SUV,Mahindra,Petrol,BS6,1000,8,1
2143,REG102144,26-04-2022,2022,Punjab,Patiala (PB-11),4W,Sedan,Kia,Petrol,BS6,1498,8,2
2144,REG102145,25-04-2022,2022,Gujarat,Ahmedabad (GJ-01),3W,Tempo,Kinetic Green,EV,BS6,0,7,2
2145,REG102146,08-12-2024,2024,Rajasthan,Ajmer (RJ-01),2W,Moped,KTM,CNG,BS6,400,2,0
2146,REG102147,19-10-2020,2020,Madhya Pradesh,Ujjain (MP-13),4W,SUV,Hyundai,Petrol,BS6,2179,6,4
2147,REG102148,28-06-2021,2021,Maharashtra,Pune (MH-12),2W,Scooter,Hero,EV,BS6,0,2,3
2148,REG102149,20-01-2024,2024,Gujarat,Rajkot (GJ-03),2W,Scooter,Ola Electric,Petrol,BS6,0,2,0
2149,REG102150,17-03-2021,2021,Maharashtra,Mumbai Central (MH-01),2W,Moped,Suzuki,Petrol,BS6,0,2,3
2150,REG102151,10-03-2024,2024,Delhi,Delhi South (DL-09),2W,Motorcycle,TVS,CNG,BS6,110,2,0
2151,REG102152,08-04-2023,2023,Delhi,Delhi North (DL-04),2W,Scooter,Yamaha,EV,BS6,0,2,1
